X,Y,OBJECTID,SITE_ID,PI_NAME,ADDRESS,PI_NUMBER,LEAD,STATUS,REM_LEVEL,CEA_STATUS,CATEGORY,COUNTY
309703.9999,360285.0001,1990,7766,TOGETHER CITGO INC,438 GLASSBORO RD,33002,LSRP,Active,C2,,1,Gloucester
305475.0001,372607.0001,1991,7776,US GAS,945 REDBANK AVE,3778,LSRP,Active,C2,,1,Gloucester
330115.0001,334580,1992,7799,56088 SEWELL FUELS,401 EGG HARBOR RD,10389,RAP,Active - RAP,,Ongoing,0,Gloucester
337474.0001,325239,1993,7800,WEBB'S SUNOCO,246 FRIES MILL RD,31714,RAP,Active - RAP,,Ongoing,0,Gloucester
329615.0001,335330.9998,1994,7801,MILL POND VILLAGE PLAZA,372 384 EGG HARBOR RD,535613,LSRP,Active,C2,Lifted,1,Gloucester
338722.9999,334993.9999,1995,7802,PIONEER SERVICE STATION,5150 RT 42 - BLACK HORSE PK,6369,LSRP,Active,B,,1,Gloucester
338398.9999,335319.9999,1996,7809,BUNTI PETROLEUM,5201 RT 42 & GANTTOWN RD,1199,RAP,Active - RAP,,Ongoing,0,Gloucester
338544.9999,336550,1997,7817,GASTROL PLUS,5440 RT 42,5953,LSRP,Active,C2,,1,Gloucester
340609.0001,329138.0001,1998,7819,CAR HOST,3940 RT 42,18101,RAP,Active - RAP,,Ongoing,0,Gloucester
338136.0001,338966.0001,1999,7823,TURNERSVILLE SUNOCO,5880 RT 42,16465,RAP,Active - RAP,,Ongoing,0,Gloucester
338074.9999,337787.9998,2000,7824,Q & S ENTERPRISES LLC DBA PIONEER GAS,5681 RT 42,7446,RAP,Active - RAP,,Ongoing,0,Gloucester
317129.0001,330400.9999,2001,7841,MEX 82,101 N WOODBURY AVE,5630,LSRP,Active,C2,Ongoing,1,Gloucester
281096,362818,2002,7854,BENNES TIRE & AUTO INC,526 WEST BROAD ST,26227,LSRP,Active,C2,Ongoing,1,Gloucester
337765.9998,340060.9999,2003,7855,UNITED GAS,6001 BLACKHORSE PK,6583,LSRP,Active,C2,Ongoing,1,Gloucester
286369.9999,368748.9999,2004,7856,PAULSBORO PACKAGING INC,301 MANTUA AVE,30676,LSRP,Active,D,Ongoing,1,Gloucester
285326.0001,361777.0001,2005,7857,MEX 123,1803 S DELAWARE ST,16174,RAP,Active - RAP,,Ongoing,0,Gloucester
284735.9999,359819.0001,2006,7864,PAULSBORO TRAVEL CENTER,171 BERKLEY RD,3272,LSRP,Active,C2,Ongoing,1,Gloucester
345170.0001,259344.9999,2007,7866,COURTER CO,113 CHURCH ST,5982,RAP,Active - RAP,,,0,Gloucester
280347.9998,362565.0002,2008,7867,US GAS,642 BROAD ST W,3771,LSRP,Active,C2,Ongoing,1,Gloucester
281395,369518,2009,7868,SUN PAULSBORO TERM 0000-2154,825 CLONMELL RD,16913,LSRP,Active,C2,,1,Gloucester
337274.9998,320149,2010,7870,SPEED GAS,2944 FRIES MILL RD,31056,LSRP,Active,C2,Ongoing,1,Gloucester
365560,309020,2011,7874,DECORA,918 E MALAGA RD,15827,RAP,Active - RAP,,Ongoing,0,Gloucester
351906.0001,313951.9999,2012,7879,SUN PETRO,505 BLACK HORSE PK N,6722,RAP,Active - RAP,,Ongoing,0,Gloucester
343771,318358,2013,7881,CROSS KEYS AIRPORT INC,1531 N TUCKAHOE RD,922,LSRP,Active,C2,Ongoing,1,Gloucester
354595,310443.0001,2014,7886,GETTY 56097,BLACK HORSE PK,10392,RAP,Active - RAP,,Ongoing,0,Gloucester
354472.9999,311111.0001,2015,7888,WILLIAMSTOWN GULF,170 BLACK HORSE PK S,15195,RAP,Active - RAP,,Ongoing,0,Gloucester
357928.9999,305443.9999,2016,7892,TEXACO SERVICE STATION,1313 S BLACK HORSE PK,7456,LSRP,Active,C2,Ongoing,1,Gloucester
352514.9999,310913.0001,2017,7900,WILLIAMS GAS & HEATING OIL INC,GLASSBORO RD,2253,LSRP,Active,C2,Ongoing,1,Gloucester
352645.9999,313373.0001,2018,7902,328 FUEL LLC,328 BLACKHORSE PK N,23717,RAP,Active - RAP,C2,Ongoing,1,Gloucester
345469.9999,322419.0001,2019,7905,TEXACO SERVICE STATION,2057 N BLACKHORSE PK,7459,LSRP,Active,C2,Ongoing,1,Gloucester
313643.9999,341479,2020,7907,LUKOIL #57277,698 WOODBURY GLASSBORO RD,3772,LSRP,Active,C2,Ongoing,1,Gloucester
313578,341728.9998,2021,7911,GETTY SERVICE STATION #56117,700 WOODBURY-GLASSBORO RD,10398,RAP,Active - RAP,,Ongoing,0,Gloucester
315654.0001,334934,2022,7912,LATTY & AMRITA PETROLEUM INC,535 WOODBURY GLASSBORO RD,25818,LSRP,Active,C2,,1,Gloucester
254866,354682.9998,2023,7931,NJDOT BRIDGEPORT MAINTENANCE YARD,92 SPRINGERS RD,12374,LSRP,Active,C2,Ongoing,1,Gloucester
288367.9999,330058.9999,2024,7957,TEXACO SERVICE STATION #138440,29 W MAIN & UNION ST,6582,LSRP,Active,C2,Ongoing,1,Gloucester
288607.0001,326451.9999,2025,7958,MULLICA HILL SHELL & GULF,102 BRIDGETON PK,325,LSRP,Active,C2,,1,Gloucester
311723.0001,323011.9999,2026,7959,LIPARI LANDFILL,743 MULLICA HILL RD,G000004425,PUB FUNDED,Active,D,Ongoing,3,Gloucester
319947,317346,2027,7979,LEW'S AUTO SERVICE,1 HIGH ST W,8164,LSRP,Active,C2,Ongoing,1,Gloucester
320813,318797.0001,2028,7980,ROUTE 322 GULF,201 N DELSEA DR,4601,LSRP,Active,C3,,1,Gloucester
320119,320771.0001,2029,7981,TASLEEM ENTERPRISES LLC,341 N DELSEA DR AKA RT 47,16542,LSRP,Active,C2,Ongoing,1,Gloucester
321612,316907.9999,2030,7984,TEXACO SERVICE STATION #100224,6 DELSEA DR,7452,RAP,Active - RAP,C2,Ongoing,0,Gloucester
321148.9999,318226.9999,2031,7985,GLASSBORO 66,102 DELSEA DR N,3769,LSRP,Active,C2,Ongoing,1,Gloucester
611299,810784,2032,11658,CHESTNUT RIDGE EXXON,142 CHESTNUT RIDGE RD,8955,RAP,Active - RAP,C2,Ongoing,0,Bergen
612916.0001,809585.0001,2033,11659,HANDY & HARMAN ELECTRONIC MATERIALS CORP,20 CRAIG RD,G000003577,LSRP,Active,D,Ongoing,1,Bergen
590286,785581.9999,2034,11661,FG MONTABERT COMPANY,155 TO 187 PATERSON AVE,32354,RAP,Active - RAP,,,0,Bergen
588193,788992,2035,11663,SHELL SERVICE STATION 138429,612 GODWIN AVE,1354,RAP,Active - RAP,C2,Ongoing,1,Bergen
591626,784220,2036,11670,GODWIN AVE NJ 0247,119 GODWIN AVE,1687,RAP,Active - RAP,,Ongoing,0,Bergen
588010,788790.0001,2037,11676,LAURETTA CLEANERS & TAILOR,18 CENTRAL AVE,203619,LSRP,Active,C2,,1,Bergen
591878.0001,784154.0002,2038,11679,DELTA,102 GODWIN AVE,20211,LSRP,Active,C3,Ongoing,1,Bergen
611094.4099,750032.0999,2039,11680,HUNTER DOUGLAS INCORPORATED,87 RTE 17 N,G000006112,LSRP,Active,C3,Ongoing,1,Bergen
612433,754616.9998,2040,11684,DELTA,104 PASSAIC ST W,2371,LSRP,Active,B,,1,Bergen
613286,753929.9999,2041,11685,MAYWOOD SHELL NJ0212,2 E PASSAIC ST,4773,LSRP,Active,C2,Ongoing,1,Bergen
612230.0001,748655,2042,11693,95 ESSEX STREET,95 ESSEX ST,517494,LSRP,Active,C2,,1,Bergen
586511.0001,824685.0001,2043,11695,193 VALERO,193 STATE HWY 17 N,1112,LSRP,Active,C2,Ongoing,1,Bergen
415489.9999,417558.0001,2044,10694,EVERGREEN PLAZA,1710 RT 38,459998,LSRP,Active,C2,Lifted,1,Burlington
407790.9999,421748.9999,2045,10697,RESOURCE RENEWAL BUSINESS PARK,10 LIPPINCOTT DR,G000030686,RAP,Active - RAP,,Ongoing,0,Burlington
412925.0001,418699.0001,2046,10700,MOUNT HOLLY SHELL,1653 RT 38,5950,RAP,Active - RAP,,Ongoing,0,Burlington
360730.9998,401973.0001,2047,10704,SHELL SERVICE STATION 138434,RT 73 S & GRANITE AVE,7611,LSRP,Active,C2,,1,Burlington
362748.0001,400542,2048,10705,LUKOIL #57700,921 RT 73,7208,LSRP,Active,C2,Ongoing,1,Burlington
366049,397992.9998,2049,10718,RAMBLEWOOD CLEANERS @ RAMBLEWOOD SHOPPING CTR,1155 RT 73 & RAMBLEWOOD PKWY,9483,LSRP,Active,C2,Ongoing,1,Burlington
383719.0001,414304,2050,10721,LUKOIL #57717,3231 RT 38 & HARTFORD RD,22315,LSRP,Active,C2,Ongoing,1,Burlington
367860,413450.0001,2051,10723,ROMANOS SERVICE STATION,225 CHESTER AVE,7206,RAP,Active - RAP,,Ongoing,0,Burlington
371526.9999,411052,2052,10725,MOORESTOWN SERVICE STATION LLC,401 MOUNT LAUREL RD,5695,LSRP,Active,C2,,1,Burlington
360082.2301,414175.4101,2053,10733,INDUSTRIAL BUILDING @ 365 NEW ALBANY ROAD,365 NEW ALBANY RD,6101,LSRP,Active,D,Ongoing,1,Burlington
367027,408862.0001,2054,10735,US GAS,201 RT 38 W,6585,RAP,Active - RAP,,Ongoing,0,Burlington
359078.9999,413550.9999,2055,10736,PHILADELPHIA COCA-COLA BTLG CO,1250 GLEN AVE,2538,LSRP,Active,C2,,1,Burlington
358224.9999,412859,2056,10740,NW SIGN INDUSTRIES INC (A NJ CORPORATION),360 CRIDER AVE,G000003979,LSRP,Active,C2,Ongoing,1,Burlington
366887,411970.0001,2057,10741,MOORESTOWN XTRA SERVICE STATION FORMER,1 HIGH ST,734,LSRP,Active,C2,Ongoing,1,Burlington
395044.0001,388334.0001,2058,10749,MEDFORD PLAZA,128 RT 70,227410,LSRP,Active,C2,Ongoing,1,Burlington
413068.0002,372985,2059,10753,LENAPE REGIONAL TRANSPORT CNT,580 MEDFORD - TABERNACLE RD,14664,LSRP,Active,C2,,1,Burlington
400908.9999,392018,2060,10754,MERRITTS SERVICE STATION,124 MEDFORD MT HOLLY RD,3545,LSRP,Active,C2,Ongoing,1,Burlington
395149.9999,377694.0001,2061,10756,SABIR INC NJ0036,210 TUCKERTON RD,7824,LSRP,Active,C2,,1,Burlington
395414,377730,2062,10757,103 TAUNTON RD GAS STATION,103 TAUNTON & TUCKERTON RD,6587,LSRP,Active,C2,Ongoing,1,Burlington
405355.8899,376357.61,2063,10759,MEDFORD CONOCO,716 STOKES RD,5936,LSRP,Active,D,,1,Burlington
405892.0001,375696.0001,2064,10764,LUKOIL #57288,755 STOKES RD,6282,LSRP,Active,B,Ongoing,1,Burlington
399910.9999,389372,2065,10766,FOULK'S SERVICE INC,188 RT 70,1955,LSRP,Active,C2,,1,Burlington
580811,794596.9999,2066,11055,WYCKOFF TWP,475 W MAIN ST,15733,LSRP,Active,C2,,1,Bergen
583003.9998,793970.9999,2067,11057,BW COIN OP DRY CLEANERS,382 384 MAIN ST,160536,LSRP,Active,C3,,1,Bergen
588971.0001,779068.0002,2068,11059,HASCO SITE #1,585 GOFFLE RD,472,LSRP,Active,C2,Ongoing,1,Bergen
578689.9999,795291.9999,2069,11060,681 LAWLINS ROAD,681 LAWLINS RD,4287,LSRP,Active,B,,1,Bergen
582679.9998,794020.0001,2070,11064,WYCKOFF CLEANERS INC,670 WYCKOFF AVE,G000005413,LSRP,Active,C3,,1,Bergen
584140.9999,793252,2071,11066,LUKOIL 74245,322 FRANKLIN AVE,9295,POST-REM,Active - Post Rem,C2,Ongoing,1,Bergen
584870.0001,793296.9999,2072,11068,LUKOIL #57221,276 GODWIN & FRANKLIN AVE,9296,RAP,Active - RAP,,Ongoing,0,Bergen
591060.0001,783076,2073,11069,GOFFLE RD & WYCKOFF AVE LP,401 GOFFLE RD,9297,RAP,Active - RAP,,Ongoing,0,Bergen
604783.9999,738253.0001,2074,11070,FABRITE LAMINATING CORPORATION,70 PASSAIC AVE,G000005620,LSRP,Active,B,,1,Bergen
621953,797326.0001,2075,11077,WOODDALE COUNTY PARK,129 PROSPECT AVE,15163,LSRP,Active,C2,Ongoing,1,Bergen
604785.9999,737915.0001,2076,11079,CURTISS WRIGHT CORP,1 PASSAIC ST,18813,LSRP,Active,D,,3,Bergen
610155,799989,2077,11083,BMW OF NORTH AMERICA LLC,200 CHESTNUT RIDGE RD,25680,RAP,Active - RAP,,,0,Bergen
619635.0001,784028.0001,2078,11094,KETLER SCHOOL,23 3RD AVE & PINE ST,10163,LSRP,Active,B,,1,Bergen
625216.0001,783983.9998,2079,11097,ROCKLAND COACHES INC,180 OLD HOOK RD,3555,LSRP,Active,C2,Ongoing,1,Bergen
626858.0001,783457.9999,2080,11098,CAL'S CAR CARE INC / T&R CALLAGER ASSOCIATES,310 OLD HOOK RD,2260,LSRP,Active,B,,1,Bergen
627045,783438.9999,2081,11099,DELTA,320 OLD HOOK RD,26620,RAP,Active - RAP,,Ongoing,0,Bergen
599092.0002,735233.9999,2082,11110,CK FOOD MART INC,41 LOCUST AVE,1395,LSRP,Active,C1,Ongoing,1,Bergen
614555.0001,788067.9999,2083,11113,BP #95703,615 WASHINGTON AVE,1741,LSRP,Active,C2,Ongoing,1,Bergen
596956.0002,792608,2084,11121,KAPLAN CLEANERS,18 WYCKOFF AVE,21780,LSRP,Active,C3,,1,Bergen
598907.9999,734801.0001,2085,11122,WALLINGTON SHELL,165 PATERSON AVE,4725,LSRP,Active,C2,,1,Bergen
598986.0801,734690.9501,2086,11123,WALLINGTON DELTA,173 PATERSON AVE,32850,LSRP,Active,C2,,1,Bergen
597088.9999,792948,2087,11125,COLONADE CLEANERS @ WALDWICK SHOPPING CENTER,30 FRANKLIN TPKE,238523,LSRP,Active,C3,,1,Bergen
597167.0001,793379.0001,2088,11126,BP SERVICE STATION 66322,49 FRANKLIN TPKE,6341,LSRP,Active,C2,Ongoing,1,Bergen
596069.6099,796379.5499,2089,11127,MOSSTYPE CORPORATION,150 FRANKLIN TPKE,G000001117,LSRP,Active,C3,Ongoing,1,Bergen
595323.0001,795599.9999,2090,11129,PALISADES DIV WALDWICK SW STA,HOOPER AVE,4192,LSRP,Active,D,,1,Bergen
597284.0002,807748.9999,2091,11132,USR FUEL LLC NJ 0119,281 RT 17 SB & PLEASANT AVE,31198,LSRP,Active,C2,Ongoing,1,Bergen
597651.0001,807519,2092,11137,KINGS UPPER SADDLE RIVER C-STORE,254 RT 17 N,10840,LSRP,Active,C2,,1,Bergen
616497.0001,740315.9999,2093,11149,THE WELLA CORP,125 NORTH ST,9535,LSRP,Active,C2,Ongoing,1,Bergen
615979.9998,740725.0001,2094,11150,AGFA PHOTO DIVISION,195 NORTH ST,4995,RAP,Active - RAP,C2,,0,Bergen
615605.9999,740214.0001,2095,11151,BERGEN COUNTY JUVENILE COMPLEX,200 NORTH ST,32017,LSRP,Active,C1,Ongoing,1,Bergen
614752,741077,2096,11152,SYMRISE INC,300 NORTH ST,22867,RAP,Active - RAP,,Lifted,0,Bergen
615214.0001,739245.0001,2097,11154,AT&T WIRELESS SEVICES INC,100 HOLLISTER RD,19866,LSRP,Active,C2,,1,Bergen
611634,737352.9999,2098,11157,SUMITOMO MACHINERY CORP,7 MALCOLM AVE,23095,LSRP,Active,D,Ongoing,1,Bergen
640431.0002,762197.0001,2099,11161,NISANS AMOCO SERVICE,20 COUNTY RD,892,LSRP,Active,C2,Ongoing,1,Bergen
639675,763050,2100,11165,LOWELL CLEANERS OF TENAFLY INC,33 RIVEREDGE RD,25508,LSRP,Active,C2,,1,Bergen
593821.9999,731169.0002,2101,14481,FALSTROM COMPANY INC,9 37 FALSTROM CT,18907,LSRP,Active,C2,,,Passaic
578009,761051.0001,2102,14482,JCL TOOL & DIE STAMPING CO,155 SHERMAN AVE,G000003313,RAP,Active - RAP,,,0,Passaic
587556.9999,730399.0001,2103,14483,SHOREWOOD PACKAGING CORP,800 RT 3,3387,RAP,Active - RAP,,,0,Passaic
585998.0001,765698,2104,14485,ACCURATE BOX COMPANY INC,86 5TH AVE,19922,LSRP,Active,C3,Ongoing,1,Passaic
588528,762224.0001,2105,14486,TRIO DYEING & FINISHING CO INC,440 450 E 22ND ST,10968,LSRP,Active,C3,Ongoing,1,Passaic
364045.0001,784564,2106,14489,BLAIR ACADEMY,1 PARK ST,2421,LSRP,Active,B,,1,Warren
359547.9999,707276,2107,14490,AGWAY ENERGY PRODUCTS,245 N RT 31,5137,LSRP,Active,C2,Ongoing,1,Warren
306662,678091,2108,14491,INGERSOLL RAND CO FORMER,942 MEMORIAL PWY,12833,TRADITIONA,Active,C3,,2,Warren
402458,739813.9999,2109,14492,M & M MARS NATIONAL OFFICE,700 HIGH ST,3012,LSRP,Active,B,,1,Warren
470164.0001,844748,2110,14495,AMES RUBBER CORP,23 TO 47 AMES BLVD,3018,LSRP,Active,D,Ongoing,1,Sussex
470145.9998,849556.9999,2111,14498,RAIA INDUSTRIES INC,3620 RT 23,26319,RAP,Active - RAP,,Ongoing,0,Sussex
397420,619057,2112,14499,SUBURBAN HEATING OIL PARTNERS,112 RIVER RD,5133,LSRP,Active,C2,Ongoing,1,Hunterdon
391443.0001,661685,2113,14500,MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY,31 PETTICOAT LN,32746,LSRP,Active,C1,,1,Hunterdon
377929.9999,571440.0001,2114,14501,TEXAS EASTERN TRANSMISSION CORP,1325 RT 179 N,5082,RAP,Active - RAP,,Ongoing,0,Hunterdon
399764.9999,615227.0001,2115,14502,RINCHEM CO INC,55 RIVER RD,G000015609,RAP,Active - RAP,,Ongoing,0,Hunterdon
398703,613971,2116,14503,FLEMINGTON BITUMINOUS,205 PENNSYLVANIA AVE,G000003980,RAP,Active - RAP,,Ongoing,0,Hunterdon
581470,447284,2117,14508,CHURCH & DWIGHT CO INC,800 AIRPORT RD,22690,LSRP,Active,C2,,1,Ocean
364213.0001,149130.9999,2118,14510,BAYSIDE STATE PRISON,RTE 47 (DELSEA DR),3986,LSRP,Active,C2,,1,Cumberland
355774.9999,236754.0001,2119,14512,LOHMAN ANIMAL HEALTH,2285 E LANDIS AVE,5980,LSRP,Active,B,,1,Cumberland
289149,210606.9999,2120,14522,LEONE INDUSTRIES,443 SOUTH EAST AVE,13924,RAP,Active - RAP,,,0,Cumberland
404735.0001,290478,2121,14523,HAMMONTON FOOD & GAS LLC,605 12TH ST,9332,LSRP,Active,C2,,1,Atlantic
345437.9999,242037.0001,2122,14524,GERRESHEIMER GLASS INC,537 CRYSTAL AVE,7348,LSRP,Active,C2,Ongoing,2,Cumberland
400730.9999,55924.99992,2123,14525,MUNICIPAL BUILDING,4400 NEW JERSEY AVE,4833,LSRP,Active,C2,,1,Cape May
475659,246030,2124,14534,POMONA OIL CO,135 ODESSA AVE S,704,RAP,Active - RAP,C2,Ongoing,0,Atlantic
401687.9999,267937.0001,2125,14538,PENNYPOT GARAGE,1411 BLACK HORSE PIKE,7417,RAP,Active - RAP,,Ongoing,0,Atlantic
487065.0001,523623.9999,2126,14542,AGWAY ENERGY PRODUCTS,MAXWELL AVE,G000005013,LSRP,Active,C2,Ongoing,1,Mercer
418180.0001,504040,2127,14543,VEOLIA ENERGY TRENTON LP,320 S WARREN ST,24624,LSRP,Active,C2,Ongoing,1,Mercer
280930.1201,364038.6399,2128,14544,MOBIL LUBE PLANT DIVISION OF MOBIL CORP,1001 BILLINGSPORT RD,G000038461,LSRP,Active,C2,Ongoing,1,Gloucester
292716,368810.0001,2129,14545,PENNWALT CORP,CROWN POINT RD,15010,TRADITIONA,Active,D,,3,Gloucester
450232,253603.9999,2130,14546,GAS STOP,501 WHITE HORSE PK,4326,LSRP,Active,C2,,1,Atlantic
590470,716066.9998,2131,14550,NATIONAL LIGHTING CO INC,522 CORTLANDT ST,27345,LSRP,Active,C2,,1,Essex
511898.1601,195533.4901,2132,14552,FORMER TELLERS SERVICE CENTER,615 N NORTH CAROLINA AVE,13937,LSRP,Active,B,,1,Atlantic
303918,681395,2133,14554,WARREN HOSPITAL,185 ROSEBERRY ST,20156,RAP,Active - RAP,,,0,Warren
333830.9998,724969.0001,2134,14555,GRAHAM PACKAGING PLASTIC PRODUCTS INC,600 5TH ST,8559,LSRP,Active,D,Ongoing,1,Warren
578286.0001,708505.9999,2135,9221,SYED FAMILY LLC,122 BLOOMFIELD AVE,6186,LSRP,Active,C2,Ongoing,1,Essex
578154.6201,709082.5,2136,9223,VINNY FUEL CORP T/A DELTA,141 BLOOMFIELD AVE,4871,LSRP,Active,C2,,1,Essex
578572.9999,707940,2137,9224,SUNOCO 0006-9021 80000312,72 BLOOMFIELD AVE,14575,LSRP,Active,C2,Ongoing,1,Essex
576540,708676.9999,2138,9229,FIRST OCCUPATIONAL CENTER,120 ARLINGTON AVE,12875,LSRP,Active,C3,Ongoing,1,Essex
587266.9999,711723,2139,9230,SHELL SERVICE STATION #138295,156 BELLEVILLE & HORNBLOWER AVES,3224,LSRP,Active,C2,Ongoing,1,Essex
583635.9999,717453,2140,9233,KWIK GAS INC,368 FRANKLIN AVE,4737,RAP,Active - RAP,,Ongoing,0,Essex
590331,717465,2141,9245,FLEXON INDUSTRIES CORP,630 WASHINGTON AVE,9595,RAP,Active - RAP,,,0,Essex
589967.69,718612.5098,2142,9246,FRANK SUNOCO,735 WASHINGTON AVE,1886,LSRP,Active,C2,,1,Essex
589860.9999,717004.9999,2143,9248,BELLEVILLE GAS STATION,605 WASHINGTON AVE,11062,LSRP,Active,C2,Ongoing,1,Essex
589893.9998,713741.9999,2144,9262,COYNE TEXTILE SERVICES,135-143 RALPH ST,4817,LSRP,Active,C2,Ongoing,3,Essex
587615.0001,711502.0001,2145,9267,PYRAMID GAS,127 BELLEVILLE AVE,10803,LSRP,Active,C2,Ongoing,1,Essex
346213.92,235244.8801,2146,9278,US 1,901 CHESTNUT AVE E,6260,LSRP,Active,C2,,1,Cumberland
346074,235345,2147,9279,SICO DIRECT 5/834,835 E CHESTNUT AVE,10400,LSRP,Active,C1,,1,Cumberland
585015.0001,717087.0001,2148,9293,PASQUALE'S SERVICE STATION INC,520 JORALEMON ST,9553,LSRP,Active,C2,Ongoing,1,Essex
338461.84,231514.5602,2149,9296,SICO DIRECT 20/807,1327 DELSEA DR,10435,LSRP,Active,C2,Ongoing,1,Cumberland
343320.9999,235712.9999,2150,9298,FIOCCHI TIRE CENTER,CHESTNUT & BLVD,326,LSRP,Active,C2,Ongoing,1,Cumberland
339389.9999,248159,2151,9301,RED LION GAS STATION,1820 DELSEA DR N,14480,LSRP,Active,C2,,1,Cumberland
339372.9999,251695.0001,2152,9304,CONVENIENCE AUTO REPAIR & SS,2481 N DELSEA DR,6515,LSRP,Active,C2,,1,Cumberland
338873.9999,237044.9999,2153,9305,LAXMI VARIETY LLC,271 S DELSEA DR,53,LSRP,Active,C1,,1,Cumberland
338790.0001,239078.0001,2154,9306,JERZEE PETRO,116 RTE 47 W (DELSEA DR),10433,LSRP,Active,C2,Ongoing,1,Cumberland
339082.0002,228124,2155,9308,VINELAND MAINT YARD,1959 S DELSEA DR,12368,LSRP,Active,C2,Ongoing,1,Cumberland
363143.7299,236784.57,2156,9320,SICO 819,3703 E LANDIS AVE,10439,LSRP,Active,C2,Ongoing,1,Cumberland
346429.9999,236365.9999,2157,9322,VINELAND WATER SEWER UTILITY SERVICE,330 WALNUT RD E,30399,PUB FUNDED,Active,C2,,2,Cumberland
348982.9302,232926.08,2158,9323,VINELAND ROAD DEPT,1086 WALNUT RD E,30412,LSRP,Active,C2,Ongoing,1,Cumberland
583550.0001,717812,2159,9330,LUKOIL #57233,389 FRANKLIN AVE,9054,RAP,Active - RAP,,Ongoing,0,Essex
341423.0001,240085,2160,9333,VINELAND MUNICIPAL ELECTRIC DISTRIBUTION,415 N WEST AVE,9310,RAP,Active - RAP,,Ongoing,0,Cumberland
346385,238102.0001,2161,9334,LANDIS CITGO,906 E LANDIS AVE,12544,RAP,Active - RAP,,Ongoing,0,Cumberland
591054.0002,718043.0002,2162,9335,BUILDING 23 @ BELLEVILLE IND CENTER,681 MAIN ST,G000062113,LSRP,Active,C2,Ongoing,1,Essex
582182.0799,712396.9501,2163,9337,11 FRANKLIN AVENUE,11 FRANKLIN AVE,9945,LSRP,Active,C2,Ongoing,1,Essex
588919.0002,709944,2164,9342,BELLEVILLE INDUSTRIAL PROPERTIES,25 MAIN ST,8875,RAP,Active - RAP,,Ongoing,0,Essex
336377,238601.0001,2165,9344,SHELL SERVICE STATION,1403 W LANDIS AVE & S ORCHARD RD,7633,RAP,Active - RAP,,Ongoing,0,Cumberland
344315.9999,217305,2166,9359,RIGGINS INC,3938 S MAIN RD,9839,LSRP,Active,C2,Ongoing,1,Cumberland
585441.9999,690404,2167,8577,ST JAMES MEDREALTY LLC,155 JEFFERSON ST,30899,RAP,Active - RAP,,,0,Essex
592338.9999,689613.9999,2168,8583,SIMS METAL MANAGEMENT,HAWKINS ST,9646,LSRP,Active,C2,Ongoing,1,Essex
572843.1901,686450.1099,2169,8585,J DUNCAN & SON OIL CO INC,360 364 HAWTHORNE AVE,7034,LSRP,Active,C2,,1,Essex
639131.0001,762225.0001,2170,11166,MOBIL STATION 15LE6,343 TENAFLY RD,7200,LSRP,Active,C2,Ongoing,1,Bergen
597629.0001,736353,2171,11171,MAIN STREET SUPER SAVER LLC,6 MAIN AVE,15723,LSRP,Active,C2,Ongoing,1,Bergen
603427,737589.0001,2172,11173,FARMLAND DAIRIES LLC,520 MAIN AVE,3149,LSRP,Active,C2,Lifted,1,Bergen
641677,765288.0002,2173,11174,LUKOIL #57319,268 COUNTY RD,6299,LSRP,Active,C2,Ongoing,1,Bergen
640338,762307.9999,2174,11179,MARCOS TENAFLY SERVICE STATION I,21 COUNTY RD,12304,LSRP,Active,C2,Ongoing,1,Bergen
640383.9999,762388.0001,2175,11180,EXXON R/S 32156,29 COUNTY RD,8009,LSRP,Active,C2,Ongoing,1,Bergen
640665,762809.9999,2176,11181,SEOUL AUTO SERVICE - FORMER,71 COUNTY RD,8565,RAP,Active - RAP,,Ongoing,0,Bergen
623744.0601,746750.53,2177,11190,STANSON CHEMICAL CORP,520 PALISADE AVE,519683,LSRP,Active,C2,,1,Bergen
629897.9999,757309,2178,11197,ROURE BERTRAND DUPONT INCORPORATED,1775 WINDSOR RD,G000043938,LSRP,Active,B,,1,Bergen
626982.0001,744128.0002,2179,11198,MICHAELS SERVICE STATION,468 TEANECK RD,7093,LSRP,Active,C2,Ongoing,1,Bergen
629868,750853.0002,2180,11200,1187 TEANECK RD,1187 TEANECK RD,2608,LSRP,Active,C2,,1,Bergen
630026,751928,2181,11201,USAVE STATION,1280 TEANECK RD,6450,LSRP,Active,C2,Ongoing,1,Bergen
626443.9999,742318.9998,2182,11204,EXXON,228 TEANECK RD,8975,LSRP,Active,C2,Ongoing,1,Bergen
627099.9999,744059,2183,11205,TEANECK ROAD GAS LLC DBA ENRITE GAS,457 TEANECK RD,243,LSRP,Active,C2,,1,Bergen
624685.0001,743940.9999,2184,11206,DEGRAW GULF SERVICE STATION,335 QUEEN ANNE RD,6346,LSRP,Active,C2,Ongoing,1,Bergen
621635,750176.9999,2185,11210,SHELL SERVICE STATION #138515,735 CEDAR LN & RIVER RD,4722,RAP,Active - RAP,,Ongoing,0,Bergen
594719,770333.9999,2186,12183,SANDVIK COROMANT CO,1702 NEVINS RD,12746,LSRP,Active,C3,,1,Bergen
596453.9999,767228.9999,2187,12185,FAIR LAWN GULF,20-11 FAIRLAWN AVE,6330,LSRP,Active,C2,Ongoing,1,Bergen
596914.9999,767145.0001,2188,12186,TOPPS DRY CLEANERS,22-02 FAIRLAWN AVE,G000002822,LSRP,Active,C3,Ongoing,1,Bergen
